id,city,city_aka,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,channel
276,Peja,[],,Kosovo,XKX,Europe,42.6593986,20.2885757,0.0,48962,1578000,7.4,91.9,172.6,31.7,29.0,90.4,"[xU2OkJ_OY6c,897dEGWtb6o,FLWt_HtsKxE,WtkPMMjOlnc,qz2TDr6VXPU,3bAZzSRe9Nk,TKpmo_ZDKTE,kA0DgzqJsVU]","[[0],[0],[0],[0],[0],[0],[0],[0]]","[[320],[100],[3184],[2],[0],[2415],[0],[0]]","[[2754],[300],[3596],[452],[933],[3079],[1807],[240]]","[0,0,0,0,0,0,0,0]","[27032022,10042022,2092025,29032025,21112024,17012025,23072025,1092018]","[UCOG_imhDwtvT4Bxy4J_vItg,UCOG_imhDwtvT4Bxy4J_vItg,UCKPKkECp7Ad_GjQ8MFm1nXg,UCKPKkECp7Ad_GjQ8MFm1nXg,UCKPKkECp7Ad_GjQ8MFm1nXg,UCKPKkECp7Ad_GjQ8MFm1nXg,UC6x4u1fzfrim44DoZJJeoUQ,UCrtui1lOyE6wG6AK4cntNbA]"
277,Lviv,"[Lvov,Lwiw,Lemberg,Lwów]",Lviv oblast,Ukraine,UKR,Europe,49.841952,24.0315921,0.0,717273,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[ESycRog1sQA,C5ZVOFM1mgA,TIU74mppBEs,nmFp8LR8bXw,L0TSuf48Cyo,TC_Bpdb_CEE,RGOViRntIOU,3FVioUTFsIk,0kwGo1Z2i5E,iVjEQWw6Bwg,BH_IbjCjPSU,lNW0p-LljZI,2-iYADzxhFw,yIeCBNcyYd0,6A6D7F_Ykxw,1QsNxSpBU6w,DmZjnAg6kbs,0E7FH-cp1nU,1LBBTFI54ns,WVIcJLsTMQ8,qpwlvinvuK4,5rjWEACgIlw,jp9i4y-dBOw,dAKjEJoxIfw,qpce2pf2h0Q,pH_5L2yLagQ,750iVMsgQMc,LyLL3xFbShk,ToeEQl-NlZo,vRmFhQi3kG4,M5OxyjOOkJI,Ot6gS8DjPjQ,NdDSYU17o5w,H6LCVrZ6BUA,DOC-T6-IK4I,eDpdo70mrpA,5G05o7t6wX0,divytWpFJU8,D-L8sysvjbo,AWEO87p_xLY,qHr0nXOTNuE,GNp9tViNva8,O1ZlcSgwMEo,UQFWRp8CMoQ,XRVdXaPaMt0,Um7lAr87swo,INArniEBA14,z6zWHl--BS0,O0PiEK2hysU,0YKzEkuCPxg,MAWQi2QMQHs,G_t4tc3hcEo,623_NMM5rIA,wBFXCAKmX6w,R5THOv7U34U,2ELHmSH6vL8,kmPLjlMkICE,WsCpxHlxhhM,f2obCBeHDV0,9SEwTeYmuX4,d7-PkbKnxcE,3s0ZVev-8Mo,ZUO0hVSx86M,j44UQEdXgEw,EoZXDqvu5hU,IPC6pky5yE4,Dce1nHh2lHE,Os9f1kWEzw4,Q92UvNQa_Lo,-gdPeKISB_8,6Q2voBtV9Ek,yG4lKZqWXN0,RepM9nCHDT8,en2UzqyFtAQ,Jz9qMGj01Lg,OzDQ7rCdx54,T69c6he8IjY,utsLg-HROKI,-g2EM7HV88E,r36USofov6Q,s2RbYWkH2CM,jjgG--iOudg,KbeQy7Zi7e4,g7Xbe4zWLvI,_KU2pyOR1To,TfCpr1er2T4,UdcZBTdpFRc,5yc9JtbSylI,sHefrwlcQ9E,i-2J4GQA0iA,NM9pj2qs-0M,7mV5hzS-3Fk,UmKP6-d7GzE,LeoSJjln_1c,WG8WZI0W2Wg,sFnSSbEIeo4,PXlXps53Y5k,yjDQAG4Onw4,uL1NZcjbsa8,vTc_OlHLMeQ,Tsa-brjB064,k0-edCfpoXM,k2Pshs4Ukqk,MW5RZ8ZbFHs,wokwnzVlrGM,dR_XgNGK74A,ae0qpj7CsBE,dluIPpIjjdY,6lI63PI1lbM,ikpOhX5WnOU,I3M3oPSudGQ]","[[0],[1],[0,0],[0],[0],[0],[0,0],[0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0],[0],[0],[0],[0],[0],[0],[0,0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1,0],[0],[1,0],[0],[1,0],[0],[1,0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0,0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[45],[1],[1,81],[1],[548],[1189],[32,1320],[5,7],[347,527,1043,2085,3207,4618,5453,5605,5994,6948,7215,8038,8105,8880,10110,10233],[1],[280],[1],[1],[1],[1],[9],[126,495],[140],[28],[0],[25],[30],[15],[15],[10],[0],[0],[0],[0],[55],[20],[0],[0],[0],[0],[0],[0],[0,175],[7],[0,0],[0],[0,409],[0],[0,206],[0],[15],[0],[0],[20],[0],[20],[0],[80],[0],[0],[0],[12],[0],[10],[0,562],[0],[50],[0],[0],[0],[0],[0],[0],[35],[8],[10],[84],[0],[0],[0],[0],[0],[111],[0],[80],[72],[20],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[1235],[2560],[53,1510],[1501],[600],[1469],[1265,1642],[2121,2122],[505,893,1850,3043,4534,5440,5599,5839,6833,7203,7866,8096,8786,9976,10228,10977],[614],[890],[886],[969],[577],[1288],[1134],[181,625],[1134],[666],[730],[1246],[1467],[3498],[810],[2391],[1717],[1787],[1390],[1301],[1671],[1400],[930],[1880],[2010],[1471],[977],[660],[112,914],[1730],[355,5696],[2235],[408,3607],[1828],[205,3807],[1290],[1140],[858],[839],[700],[2385],[2520],[1908],[1290],[1005],[570],[752],[590],[665],[970],[455,1050],[1371],[1125],[690],[625],[712],[1130],[1245],[925],[1217],[2255],[1687],[1262],[692],[735],[1369],[1630],[1687],[2686],[2555],[1575],[1220],[2106],[633],[377],[309],[753],[820],[707],[676],[619],[610],[368],[325],[597],[320],[743],[656],[607],[482],[570],[424],[720],[633],[966],[751],[896],[634],[726],[359],[688],[732]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[3072021,24042024,20022024,12022022,25022023,15082021,25112021,4082017,30052024,4012021,23022023,23022023,18052023,24022023,13022022,6122021,5072023,1102021,1072020,28052020,23122011,19042013,13042014,30112013,11082012,3082012,7082012,21022021,22012022,17012022,6012022,24122021,16122021,12122021,2122021,20112021,14112021,10112021,17052021,2052021,18042021,28032021,7032021,16022021,6022021,29012021,24012021,14012021,8012021,31122020,11122020,7122020,30112020,14112020,8112020,5112020,30102020,19102020,6102020,30092020,28092020,26092020,19092020,12092020,8092020,6092020,30082020,29042020,11052018,5122021,11072019,15022024,7032024,5022024,15082025,15082025,10072025,27062025,13062025,7112023,16112023,18012024,8112025,15102025,18102025,29102025,23082025,26102025,3092025,21092025,12102025,14092025,28092025,9102025,2082025,2112025,12112025,4102025,22102025,5112025,7092025,19112025,15112025,13122025,10122025,6122025,3122025,29112025,26112025,22112025,23012026]","[UCrCH6uPYu8PMtcq24RVCqSg,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCxR9xOBr0zaqsWcCLJk-zcA,UCXA0HJ9C6nsiVKvehmY7k4Q,UCqQ965G2f0OJyZPMoRtZSAA,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UChwRKaFTIm8neGQgpGmABBg,UCgyTCMFnqzxNl4ce-Dweavw,UC4oPlq-Gq9ZXTf8zDDwHN2Q,UC4oPlq-Gq9ZXTf8zDDwHN2Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UC4oPlq-Gq9ZXTf8zDDwHN2Q,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCXA0HJ9C6nsiVKvehmY7k4Q,UChF1tpLMHBWchn0mQsWB94w,UCuuFgkN_F9BoAtAvMBGF2eQ,UCuuFgkN_F9BoAtAvMBGF2eQ,UC1JUEx8Bby48Ssz0xZdwhBg,UCqGDzu6QFXz47GmJ8YM8vKg,UCe-3qYxzrv47JS1IU8jO0QA,UCe-3qYxzrv47JS1IU8jO0QA,UCqGDzu6QFXz47GmJ8YM8vKg,UCqGDzu6QFXz47GmJ8YM8vKg,UCqGDzu6QFXz47GmJ8YM8vKg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UCoWGt1C3vLS-MRI19K7IMTg,UC60w0Iwaj_OmW6j7bck-ucw,UC4977iKA9oaIAjktpM_oo9Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCXA0HJ9C6nsiVKvehmY7k4Q,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCyvLq2h-HGp81ne-GPEgwgw,UCXA0HJ9C6nsiVKvehmY7k4Q]"
278,Sevastopol,[Sivastopil],Crimea,Ukraine,UKR,Europe,44.6054434,33.5220842,0.0,547820,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[qiPbnvqdw_g,5XufbB1qXxk,zZ3fIf_RlVs,RJ6ImsFDMuA,bDeYjIaCfKM,dAR_B70nhdM,bB7Y-S-uoiY]","[[0],[0],[0],[0],[0,0,0],[0,0,0],[0,0]]","[[18],[52],[54],[6399],[165,638,1964],[0,1327,1740],[22,178]]","[[2480],[2218],[1639],[7365],[529,1269,2852],[1082,1600,2295],[123,886]]","[0,0,0,0,0,0,0]","[14122016,8072018,15022019,28122016,7082013,29032018,5062022]","[UCzxgrWfT7RRPanXKf2Y-OwA,UCDH8Se0wgRpcQcLEoK6X40w,UCLcUnVObN7gUDt2EYzgCpOA,UCzxgrWfT7RRPanXKf2Y-OwA,UCfYRIue1DPvhgYQXb96PDfA,UC7-AzPycxgbIeXelH9qmbwA,UCgSg7uuqadnZiFcXgbu675Q]"
279,Bila Tserkva,[],Kyiv oblast,Ukraine,UKR,Europe,49.7969703,30.1158069,0.0,207273,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[kY-KE5OP9OI,9JRkkIIY6N0]","[[0],[0,0,0,0,0,0,0,0,0]]","[[470],[41,1839,2757,3189,4046,5168,6227,7643,8869]]","[[1392],[1733,2675,3153,3986,5120,6158,7518,8787,10352]]","[0,0]","[26032017,23032024]","[UCJTx1okL4RvWiuWoqwwJESg,UChwRKaFTIm8neGQgpGmABBg]"
280,Chernivtsi,[],Chernivtsi oblast,Ukraine,UKR,Europe,48.28647,25.937653,0.0,265471,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[Y_MlOjKoYUE,HIHqj8bo7Vk,yLgodKslrCY,QBFDcBNa24M,CJbpQ8iITnk,YSJXf6_sG8A,Ki9uIxKfSkI]","[[0],[0],[0],[0],[0],[0],[0]]","[[1554],[1],[4456],[0],[156],[88],[37]]","[[2478],[1580],[5433],[394],[1042],[880],[1049]]","[0,0,0,0,0,0,0]","[8062021,20012019,1012021,11092023,9052024,12052024,11052024]","[UC-ZnfVaa54FcjzRphhrPWZw,UCrPgLeCnJS9fPPl0lAwruqg,UCqS26dsYx9Tl-XQG_dV9KCw,UCGEJKicDClrDrRnWOIpNpRA,UChwRKaFTIm8neGQgpGmABBg,UChwRKaFTIm8neGQgpGmABBg,UChwRKaFTIm8neGQgpGmABBg]"
281,Dnipro,"[Dnipropetrovsk,Dnepropetrovsk]",Dnipropetrovsk oblast,Ukraine,UKR,Europe,48.4680221,35.0417711,0.0,968502,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[utGFyklNlpc,hcbL_YW0eyk,mdsFZ5jTibU,9f7NtUcEYhw,ml-NizB2jyU,ezeoPEL-LUU]","[[0],[0,0,0,0,0,0],[0],[0],[0],[0]]","[[1],[155,830,1082,1603,2612,3470],[74],[30],[0],[77]]","[[1423],[731,1028,1489,2449,3425,4312],[820],[3063],[1860],[2508]]","[0,0,2,2,2,2]","[7032020,28042024,17072020,16062020,20052020,20022020]","[UCqyjmic9BZPRTSKXP-skb3Q,UChwRKaFTIm8neGQgpGmABBg,UCuuFgkN_F9BoAtAvMBGF2eQ,UCuuFgkN_F9BoAtAvMBGF2eQ,UCuuFgkN_F9BoAtAvMBGF2eQ,UCuuFgkN_F9BoAtAvMBGF2eQ]"
282,Vasylkiv,[],Kyiv oblast,Ukraine,UKR,Europe,50.178137,30.3175045,0.0,37068,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[vz765H_f1u4,m-2sDPZgYcQ]","[[0],[0]]","[[1066],[40]]","[[1472],[1475]]","[0,0]","[27052022,13112023]","[UCDLjnWOjtsVwILmYCrWJ8Lw,UCGEJKicDClrDrRnWOIpNpRA]"
283,Kharkiv,"[Kharkov,Charkiw]",Kharkiv oblast,Ukraine,UKR,Europe,49.9923181,36.2310146,0.0,1433886,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[p7ah_HAzOV4,oAJaP4b4FU4,PbEWojNwTKQ,DGdOwXUMZkI,Kh894bUu4kE,jM1vAd5P7tI,Hl_FqPkdgrk,W7l3cvqIqgk,BD2utytCbdI,50QZcROGlmw,MC8Gy1ks8Ss,sNUx2qd77b8,d0BTj28YbzI,JimC9tl2lwk,IJOhFCLXVkw,r06mzGlQuUY,mVwV58iDy8w,lNJfvj_2Z6U,e4ZJeB2tVZ8,l2d07vlBF9Y]","[[0],[0],[0,0],[0],[1],[0],[0],[0,0,0,0],[0,0,0,0],[0],[0,0],[0],[0],[0,0],[0],[0],[0],[0,0],[0],[0]]","[[421],[887],[1,992],[42],[123],[30],[75],[7,380,824,938],[37,1075,1258,2366],[38],[10,806],[8],[12],[6,457],[24],[15],[30],[18,1108],[45],[90]]","[[1502],[1498],[269,1183],[3041],[1420],[1125],[1271],[336,754,901,1080],[1022,1181,2320,2757],[1230],[749,1291],[1170],[1380],[401,1180],[1256],[1475],[1020],[1076,1980],[793],[1080]]","[0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]","[23052023,2012014,14072019,13112017,30122020,21092024,6092024,8072024,29062024,15052024,9122024,25122024,27042024,29102024,24092024,23092024,2012025,1122024,23092021,11082020]","[UCaf4HXH5GkpVc7i8Zdys27w,UCRFZQ09-leYg_B6JKrHrMRQ,UCiuowOufCeWCITQW1oRSQkw,UCcIG7JlW94cwvyguY76G5vA,UCiisz2_BLe9QrESOkMPnWKA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UCHrTefnuACws5-vu57t91UA,UChF1tpLMHBWchn0mQsWB94w,UCuuFgkN_F9BoAtAvMBGF2eQ]"
284,Khmelnytskyi,[],Khmelnytskyi oblast,Ukraine,UKR,Europe,49.423923,26.988412,0.0,274582,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[de_W6Z1PAc0,E_ieIy3WKLY]","[[0],[0,0,0,0,0,0,0,0,0,0,0]]","[[1],[226,1891,3741,5241,6144,7502,8756,10440,12008,12701,14206]]","[[596],[1646,3557,4975,6002,7213,8677,10257,11802,12640,14100,16660]]","[0,0]","[3112019,31052024]","[UC1htIlppV8IlDHfc1aVsdWA,UChwRKaFTIm8neGQgpGmABBg]"
285,Odesa,[],Odesa oblast,Ukraine,UKR,Europe,46.4843023,30.7322878,0.0,1015826,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[JILxTxsN49k,4-rATfYiM_U,Q1PXRzSdnLY,7SP-LC_3wLM,xwEr1VjYgvA,T9Ils0VcJNk,fnGVToLh6DM,EttaFVL88SY,NdwdMVJshq8,4HLt9HZNXwk,nkYTNXSjkDQ]","[[0],[0],[0],[1],[0],[0,0,0,0,0,0,0],[0],[0],[0,0,0],[0,0],[0]]","[[1],[1],[1],[1],[83],[21,1073,1772,4037,6284,7780,10757],[1],[132],[45,727,773],[0,3990],[8]]","[[2172],[335],[1482],[1186],[2514],[1065,1707,3826,6087,7696,10621,11917],[2284],[1344],[520,749,899],[3845,5203],[1228]]","[0,0,0,0,0,0,0,0,0,0,0]","[18112020,13012018,31072023,2082023,19052021,30052024,2012024,28022024,2012024,31102022,2092021]","[UCAOHCj4SRex8vXqoGf5EE9A,UCHEVrhfcLQJHPiwluVXlxgA,UCLHxHwLF6E4carDcch_YPOQ,UCLHxHwLF6E4carDcch_YPOQ,UCx5SjA82hQIDPdd3uLCssGQ,UChwRKaFTIm8neGQgpGmABBg,UC4g9cLgEuDkDON1S2yw76Lw,UC4g9cLgEuDkDON1S2yw76Lw,UC4g9cLgEuDkDON1S2yw76Lw,UChF1tpLMHBWchn0mQsWB94w,UClsQ7bP0I1XbOFqlbzL_Q4g]"
286,Uzhhorod,[],Zakarpattia oblast,Ukraine,UKR,Europe,48.6223731,22.3022572,0.0,115449,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[sPBEtLGzDn0,PZet2exZqmQ,sauq_sOJ27E,WpPvobJyInk,6W4nWuJyFjo,O0SgCIA-cpg,yYWvd50aGNs]","[[0],[0],[0,0,0],[0,0],[0,0],[0,0],[0,0]]","[[1],[40],[64,280,939],[71,316],[68,438],[46,346],[227,605]]","[[3177],[573],[229,845,1051],[238,1169],[380,1069],[275,1220],[537,1241]]","[1,0,0,0,0,0,0]","[20012021,30062024,24062024,24062024,24062024,24062024,24062024]","[UC7G0i3W69Hz16FHUttBTVmQ,UCBmvxJDCdNdwb3pdFDi7mXQ,UCBmvxJDCdNdwb3pdFDi7mXQ,UCBmvxJDCdNdwb3pdFDi7mXQ,UCBmvxJDCdNdwb3pdFDi7mXQ,UCBmvxJDCdNdwb3pdFDi7mXQ,UCBmvxJDCdNdwb3pdFDi7mXQ]"
287,Mykolaiv,[],Mykolaiv oblast,Ukraine,UKR,Europe,46.975862,31.993967,0.0,470011,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[A0fWs5Y0g08,iwJLDaKc2rU,mqYma0Zvyqg,M6MrfTIEgYI,pE1PMRVohcs,WGjo8VncGqQ,QhEBA_K7h64,qUfQsSZ5OgQ,6YzMyc2qUXQ,c5JGozDUBTU,U2hANQA6yLY,iJfXD_Dj7LU,BEmaMzZUfj4,FoNY5a5-aZc]","[[0],[0,0,0,0,0,0],[0],[0],[0],[0],[1],[0,0,0,0,0,0,0,0],[0],[0],[0],[0,0,0,0],[0,0],[0]]","[[1],[52,776,8096,8253,8573,9338],[2],[1],[1],[711],[8],[4,405,616,699,796,885,1013,1055],[5018],[1],[3560],[16,168,440,628],[24,957],[0]]","[[1200],[632,1745,8246,8443,9336,9772],[2133],[1419],[237],[787],[409],[366,573,666,767,858,962,1052,1061],[6799],[1776],[3620],[157,426,620,1409],[924,1258],[264]]","[0,4,0,2,0,0,0,3,0,0,2,0,0,2]","[15032016,21072018,27112020,14022020,15112023,13072019,25032022,27022018,30032020,29042012,14082020,4052024,2052024,27062020]","[UC12GdBPPfon_z16DSZWczEA,UCO0jC2GvYwtUBU7VACXbB-g,UCAOHCj4SRex8vXqoGf5EE9A,UCuuFgkN_F9BoAtAvMBGF2eQ,UCuYhWXmU2Z3jyz3-yVQlEHw,UC5XqazqzAbnkJkXeqCQyYiA,UC0UT8fkO90Tiamxk1lLiBfQ,UCvqo3csSrWP7l9tf7SABZkw,UCPB4qVmzkiO9v23pgZP81SA,UCm5lE0dAVN4KBozIuNr16XA,UCXXQcIgz31Mm9lZ5p9q089A,UChwRKaFTIm8neGQgpGmABBg,UChwRKaFTIm8neGQgpGmABBg,UCuuFgkN_F9BoAtAvMBGF2eQ]"
288,Zhytomyr,[],Zhytomyr oblast,Ukraine,UKR,Europe,50.25983,28.669235,0.0,261624,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[Kv_e8WOUTCg,NxN8x5YPN3g,_HUox8Dl1jQ]","[[0],[0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0]]","[[1],[128,1127,2287,3326,4718,5997,6768,7744,8329,8472,8520,10069,11588,11737],[0]]","[[677],[1000,2075,3180,4533,5812,6618,7740,8115,8462,8510,9940,11415,11729,12942],[975]]","[0,0,0]","[13112021,2042024,17032023]","[UC1KZ3N_PKX5z4fe6NX2gcHw,UChwRKaFTIm8neGQgpGmABBg,UCGEJKicDClrDrRnWOIpNpRA]"
289,Korostyshiv,[],Zhytomyr oblast,Ukraine,UKR,Europe,50.3201518,29.0584885,0.0,24129,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[Kv_e8WOUTCg],[[0]],[[1679]],[[1859]],[0],[13112021],[UC1KZ3N_PKX5z4fe6NX2gcHw]
290,Zaporizhzhia,[Zaporozhye],Zaporizhia oblast,Ukraine,UKR,Europe,47.8507859,35.1182867,0.0,710052,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[A4cL3vNWCJY,IpHo3dvUdYc,JdkJd2F-o9k,R-4fm3bVSwU]","[[0],[0],[0],[0]]","[[20],[11385],[1],[0]]","[[1333],[12445],[946],[659]]","[2,0,0,2]","[30052020,15072021,20062021,3022020]","[UCuuFgkN_F9BoAtAvMBGF2eQ,UC0UT8fkO90Tiamxk1lLiBfQ,UCgyTCMFnqzxNl4ce-Dweavw,UCuuFgkN_F9BoAtAvMBGF2eQ]"
291,Vinnytsia,[],Vinnytsia oblast,Ukraine,UKR,Europe,49.232016,28.467975,0.0,369839,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[3Xn3KdRIUnc,BRxAi1rP-fY,t03J3sguPRo,YCUkPoZUliY]","[[0],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0],[0]]","[[1],[46,1140,2103,3100,3897,5091,6145,7744,9451,10150,10384,10902,11629,12843,13752,14780,15570,16574],[0],[25]]","[[695],[1010,1936,3042,3763,4873,6090,7693,9418,10147,10343,10895,11392,12666,13528,14587,15395,16487,17782],[2342],[940]]","[0,0,2,2]","[3112020,3052024,29062020,27052020]","[UCx5SjA82hQIDPdd3uLCssGQ,UChwRKaFTIm8neGQgpGmABBg,UCuuFgkN_F9BoAtAvMBGF2eQ,UCuuFgkN_F9BoAtAvMBGF2eQ]"
292,Ternopil,[Ternopol],Ternopil oblast,Ukraine,UKR,Europe,49.555772,25.591886,0.0,225238,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[3Xn3KdRIUnc,lJBuNM3MQNE]","[[0],[0,0,0,0,0,0,0,0]]","[[10731],[13,1209,1924,2187,3208,3941,4241,4735]]","[[11425],[1164,1906,2168,3062,3933,4234,4726,5884]]","[0,0]","[3112020,31052024]","[UCx5SjA82hQIDPdd3uLCssGQ,UChwRKaFTIm8neGQgpGmABBg]"
