id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
2446,Diyarbakır,,Türkiye,TUR,Asia,37.917118,40.236397,0.0,1791373.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,"[YsY6nNIQjPs,SEL7bnuTTC4,hr5EbhNHeL4,R2WbabP2JnI]","[[0],[0,0],[0],[0]]","[[13467],[0,379],[93],[5837]]","[[14306],[268,675],[1648],[6316]]","[0,0,0,0]","[2082023,25012024,16062021,19082023]","[30,30,30,30]","[UCB8pEsJ80lbb4X3_Mu6Krzw,UCB8pEsJ80lbb4X3_Mu6Krzw,UCLMQqAoaKBOIQP9Tqnm6njg,UCoOeP4tScSM00vYnBQoD6aw]"
2447,Şanlıurfa,,Türkiye,TUR,Asia,37.166883,38.792689,0.0,449549.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[R2WbabP2JnI],"[[0,0]]","[[25,459]]","[[285,983]]",[0],[19082023],[30],[UCoOeP4tScSM00vYnBQoD6aw]
2448,Siverek,,Türkiye,TUR,Asia,37.7540905,39.3177426,0.0,175341.0,84339067,6.7,97.0,169.0,33.6,41.9,33.33,[R2WbabP2JnI],[[0]],[[3473]],[[4048]],[0],[19082023],[30],[UCoOeP4tScSM00vYnBQoD6aw]
2449,Marmaris,,Türkiye,TUR,Asia,36.8522547,28.2742661,0.0,33731.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[-KkVO41vIvw],[[0]],[[10]],[[549]],[0],[10062023],[30],[UCoOeP4tScSM00vYnBQoD6aw]
2450,Fethiye,,Türkiye,TUR,Asia,36.6221019,29.1153234,0.0,60437.0,84339067,6.7,97.0,169.0,33.6,41.9,10.0,[-KkVO41vIvw],[[0]],[[6684]],[[7513]],[0],[10062023],[30],[UCoOeP4tScSM00vYnBQoD6aw]
2451,Sivas,,Türkiye,TUR,Asia,39.754713,37.012938,0.0,264022.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,"[MTsigiLPUEE,F9OOmRNVizk]","[[0],[0]]","[[27],[2947]]","[[563],[3210]]","[0,0]","[29062024,15062024]","[30,30]","[UCoOeP4tScSM00vYnBQoD6aw,UCoOeP4tScSM00vYnBQoD6aw]"
2452,Didim,,Türkiye,TUR,Asia,37.37043,27.267895,0.0,64643.0,84339067,6.7,97.0,169.0,33.6,41.9,32.0,[ijmJ7CKku5A],"[[0,0]]","[[10,481]]","[[152,1110]]",[0],[3062023],[30],[UCoOeP4tScSM00vYnBQoD6aw]
2453,Bodrum,,Türkiye,TUR,Asia,37.0343987,27.430651,0.0,39317.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,"[ijmJ7CKku5A,guviAjEzqTk]","[[0],[0]]","[[5321],[1902]]","[[5487],[2085]]","[0,0]","[3062023,16092020]","[30,30]","[UCoOeP4tScSM00vYnBQoD6aw,UCRMeTFIYWNu03uKHzYmV4ew]"
2454,Milas,,Türkiye,TUR,Asia,37.3162709,27.7799762,0.0,0.0,84339067,6.7,97.0,169.0,33.6,41.9,3.45,[guviAjEzqTk],[[0]],[[3996]],[[4826]],[0],[16092020],[30],[UCRMeTFIYWNu03uKHzYmV4ew]
2455,Aydın,,Türkiye,TUR,Asia,37.85317,27.828334,0.0,163022.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[guviAjEzqTk],[[1]],[[7229]],[[8409]],[0],[16092020],[30],[UCRMeTFIYWNu03uKHzYmV4ew]
2456,Cocoa Beach,FL,United States,USA,North America,28.3184107,-80.6094959,0.0,11595.0,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[Rp8sHjlkZic,bu3RlTbgdqA,UyZOEsNc5TY]","[[0,1],[0],[0]]","[[13,533],[815],[751]]","[[530,1414],[1625],[3540]]","[0,0,0]","[26112021,10072022,7042025]","[30,30,30]","[UCpARJ73eS85DXM7izezCQwg,UCEOuqD0IDcfx__zCOoyFfrA,UCnE3aVwoqOABeJM0s8qta-g]"
2457,Bithlo,FL,United States,USA,North America,28.5632373,-81.11016,0.0,8268.0,329484123,12.7,0.0,170.0,38.5,41.4,4.55,[w-vYIlFUDJY],[[0]],[[10]],[[60]],[0],[20012021],[30],[UC22hanQb2uBW3_b6RcOKU_Q]
2458,Cocoa,FL,United States,USA,North America,28.3556635,-80.7325345,0.0,17711.0,329484123,12.7,0.0,170.0,38.5,41.4,5.71,[w-vYIlFUDJY],[[0]],[[650]],[[950]],[0],[20012021],[30],[UC22hanQb2uBW3_b6RcOKU_Q]
2459,Cape Canaveral,FL,United States,USA,North America,28.387172,-80.603899,0.0,0.0,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[UyZOEsNc5TY],[[0]],[[450]],[[750]],[0],[7042025],[30],[UCnE3aVwoqOABeJM0s8qta-g]
2460,Amman,,Jordan,JOR,Asia,31.9515694,35.9239625,0.0,1275857.0,10203140,17.0,95.0,167.0,24.6,33.7,185.65,"[ltgeAXIe-zI,-kjcxowcCcw,k4NympKKh2U,z4_bdqTW7XM,KjMrAhW2Lfw,PiasvtWBNVM,ZY3P11Cpz2E,bZ6lJWvEj8A,DMAzp2CTe60,sSmehJ3nMs8,pwCQDIhWZSY,KmsCsWvOq7E,ovVTNvCCce4,oE--mv5ch48,qh9oRqcHiEA,yTf37o47z1k,_mgsDxFcUYs]","[[0],[0],[0],[0],[0],[0,0],[0],[0],[0],[0],[0,0],[0,0],[0],[0,0],[0,0],[0],[0]]","[[0],[68],[3],[948],[0],[0,237],[0],[0],[2],[0],[0,1747],[0,849],[582],[0,521],[0,934],[0],[0]]","[[1605],[529],[2432],[1236],[1211],[235,285],[1186],[2123],[1861],[1478],[1712,3093],[800,1181],[1312],[439,4066],[894,1200],[1825],[1994]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[10082023,8032020,2042023,29032023,16022021,1122021,10072025,7072025,16092023,3012021,3042025,22052025,23062025,13032025,30052025,3032025,1052025]","[30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30]","[UCNl2baD4j5srPWa9-M1ocdw,UCeYrYPB_VXop12fnRKvWdsg,UCLKnpqUbj1dLjusGfr_TXvw,UCLKnpqUbj1dLjusGfr_TXvw,UCY6eVIc_InDDS7e_MCqsduQ,UCIEhczhKdFYVDBm7eWcjsPg,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw,UCmMbnl2PKbdGSpemsFfWjMg,UC1BIkotySjcIF5osHlyMVkg,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw,UCPvadRp1SG5VvRR8-tpxukQ,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw]"
2461,Ajloun,,Jordan,JOR,Asia,32.3323294,35.7520522,0.0,125557.0,10203140,17.0,95.0,167.0,24.6,33.7,0.0,[ltgeAXIe-zI],[[0]],[[4930]],[[5342]],[0],[10082023],[30],[UCNl2baD4j5srPWa9-M1ocdw]
2462,Stanley,,Falkland Islands,FLK,South America,-51.6930616,-57.856525,0.0,2460.0,3662,0.0,0.0,0.0,0.0,0.0,0.0,"[cNvHaYqCtVI,yClLsNFRNok,e9h86UeBXJ0,JVyXKQFLjbY]","[[0],[0],[0],[0]]","[[0],[63],[53],[54]]","[[137],[187],[625],[469]]","[0,0,0,0]","[11102012,10022018,13022012,13022012]","[30,30,30,30]","[UCv2U5xO3Of9_27hhkmFmZWA,UCbqjsiSZiu6yYzW23KrC9Zg,UCY1B-FefW684yu39KNf5gmg,UCY1B-FefW684yu39KNf5gmg]"
2463,Aqaba,,Jordan,JOR,Asia,29.5266483,35.0075433,0.0,95048.0,10203140,17.0,95.0,167.0,24.6,33.7,0.0,"[5QGiwSdrVmc,sSmehJ3nMs8,96Vmwn_vDEQ]","[[0],[0],[0]]","[[443],[8723],[0]]","[[1146],[9509],[876]]","[0,0,0]","[13052023,3012021,14052023]","[30,30,30]","[UCLKnpqUbj1dLjusGfr_TXvw,UC1BIkotySjcIF5osHlyMVkg,UCyb-P7ZIsQT5OHjV8Cn8w7w]"
2464,Irbid,,Jordan,JOR,Asia,32.556652,35.849076,0.0,569068.0,10203140,17.0,95.0,167.0,24.6,33.7,0.0,"[YI6o60v29hc,RyMTo2ciEz4,0twcEVKQY3k,gbVf-A_l6rI,40jeQ6Yw1L0]","[[0],[1,1],[0],[0],[0]]","[[431],[0,612],[0],[0],[0]]","[[576],[611,1049],[2214],[3660],[745]]","[0,0,0,0,0]","[17032014,21012025,25032025,6062025,27052025]","[30,30,30,30,30]","[UC5c2MoGX6fLEZrVhmGdHMnw,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw,UC0euVqG7nEbd5D8alkwfTgw]"
2465,Wadi Musa,,Jordan,JOR,Asia,30.321954690342537,35.4808361736082,0.0,14000.0,10203140,17.0,95.0,167.0,24.6,33.7,0.0,[pGsW0PHFsyk],[[0]],[[17]],[[167]],[0],[13112024],[30],[UC0J8JEf52fkEkxXfa4lDa-w]
2466,Jerash,,Jordan,JOR,Asia,32.281328,35.89903,0.0,27046.0,10203140,17.0,95.0,167.0,24.6,33.7,0.0,[pGsW0PHFsyk],[[0]],[[1517]],[[1817]],[0],[13112024],[30],[UC0J8JEf52fkEkxXfa4lDa-w]
